#eta,sqrt(ADC),correction
0.212500,105.250000,0.054403
0.212500,105.750000,0.054403
0.212500,106.250000,0.054403
0.212500,106.750000,0.054403
0.212500,107.250000,0.054403
0.212500,107.750000,0.054403
0.212500,108.250000,0.054403
0.212500,108.750000,0.054403
0.212500,109.250000,0.054403
0.212500,109.750000,0.054403
0.212500,110.250000,0.054403
0.212500,110.750000,0.054403
0.212500,111.250000,0.054403
0.212500,111.750000,0.054403
0.212500,112.250000,0.054403
0.212500,112.750000,0.054403
0.212500,113.250000,0.054403
0.212500,113.750000,0.054403
0.212500,114.250000,0.054403
0.212500,114.750000,0.054403
0.212500,115.250000,0.054403
0.212500,115.750000,0.054403
0.212500,116.250000,0.054403
0.212500,116.750000,0.054403
0.212500,117.250000,0.054403
0.212500,117.750000,0.054403
0.212500,118.250000,0.054403
0.212500,118.750000,0.054403
0.212500,119.250000,0.054403
0.212500,119.750000,0.054403
0.212500,120.250000,0.054403
0.212500,120.750000,0.054403
0.212500,121.250000,0.054403
0.212500,121.750000,0.054403
0.212500,122.250000,0.054403
0.212500,122.750000,0.054403
0.212500,123.250000,0.054403
0.212500,123.750000,0.054403
0.212500,124.250000,0.054403
0.212500,124.750000,0.054403
0.212500,125.250000,0.054403
0.212500,125.750000,0.054403
0.212500,126.250000,0.054403
0.212500,126.750000,0.054403
0.212500,127.250000,0.054403
0.212500,127.750000,0.054403
0.212500,128.250000,0.054403
0.212500,128.750000,0.054403
0.212500,129.250000,0.054403
0.212500,129.750000,0.054403
0.212500,130.250000,0.054403
0.212500,130.750000,0.054403
0.212500,131.250000,0.054403
0.212500,131.750000,0.054403
0.212500,132.250000,0.054403
0.212500,132.750000,0.054403
0.212500,133.250000,0.054403
0.212500,133.750000,0.054403
0.212500,134.250000,0.054403
0.212500,134.750000,0.054403
0.212500,135.250000,0.054403
0.212500,135.750000,0.054403
0.212500,136.250000,0.054403
0.212500,136.750000,0.054403
0.212500,137.250000,0.054403
0.212500,137.750000,0.054403
0.212500,138.250000,0.054403
0.212500,138.750000,0.054403
0.212500,139.250000,0.054403
0.212500,139.750000,0.054403
0.212500,140.250000,0.054403
0.212500,140.750000,0.054403
0.212500,141.250000,0.054403
0.212500,141.750000,0.054403
0.212500,142.250000,0.054403
0.212500,142.750000,0.054403
0.212500,143.250000,0.054403
0.212500,143.750000,0.054403
0.212500,144.250000,0.054403
0.212500,144.750000,0.054403
0.212500,145.250000,0.054403
0.212500,145.750000,0.054403
0.212500,146.250000,0.054403
0.212500,146.750000,0.054403
0.212500,147.250000,0.054403
0.212500,147.750000,0.054403
0.212500,148.250000,0.054403
0.212500,148.750000,0.054403
0.212500,149.250000,0.054403
0.212500,149.750000,0.054403
0.237500,0.250000,0.050724
0.237500,0.750000,0.050724
0.237500,1.250000,0.050724
0.237500,1.750000,0.050724
0.237500,2.250000,0.050724
0.237500,2.750000,0.050724
0.237500,3.250000,0.050724
0.237500,3.750000,0.050724
0.237500,4.250000,0.050724
0.237500,4.750000,0.050724
0.237500,5.250000,0.050872
0.237500,5.750000,0.051233
0.237500,6.250000,0.051594
0.237500,6.750000,0.051955
0.237500,7.250000,0.052316
0.237500,7.750000,0.052677
0.237500,8.250000,0.053038
0.237500,8.750000,0.053399
0.237500,9.250000,0.053760
0.237500,9.750000,0.054121
0.237500,10.250000,0.054244
0.237500,10.750000,0.054183
0.237500,11.250000,0.054122
0.237500,11.750000,0.054061
0.237500,12.250000,0.054000
0.237500,12.750000,0.053953
0.237500,13.250000,0.053968
0.237500,13.750000,0.053983
0.237500,14.250000,0.053998
0.237500,14.750000,0.054013
0.237500,15.250000,0.054028
0.237500,15.750000,0.054120
0.237500,16.250000,0.054240
0.237500,16.750000,0.054360
0.237500,17.250000,0.054479
0.237500,17.750000,0.054599
0.237500,18.250000,0.054656
0.237500,18.750000,0.054698
0.237500,19.250000,0.054739
0.237500,19.750000,0.054781
0.237500,20.250000,0.054823
0.237500,20.750000,0.054846
0.237500,21.250000,0.054849
0.237500,21.750000,0.054852
0.237500,22.250000,0.054854
0.237500,22.750000,0.054857
0.237500,23.250000,0.054854
0.237500,23.750000,0.054844
0.237500,24.250000,0.054833
0.237500,24.750000,0.054823
0.237500,25.250000,0.054812
0.237500,25.750000,0.054808
0.237500,26.250000,0.054856
0.237500,26.750000,0.054903
0.237500,27.250000,0.054950
0.237500,27.750000,0.054998
0.237500,28.250000,0.055045
0.237500,28.750000,0.055101
0.237500,29.250000,0.055158
0.237500,29.750000,0.055215
0.237500,30.250000,0.055272
0.237500,30.750000,0.055329
0.237500,31.250000,0.055359
0.237500,31.750000,0.055365
0.237500,32.250000,0.055371
0.237500,32.750000,0.055378
0.237500,33.250000,0.055384
0.237500,33.750000,0.055394
0.237500,34.250000,0.055411
0.237500,34.750000,0.055438
0.237500,35.250000,0.055472
0.237500,35.750000,0.055506
0.237500,36.250000,0.055539
0.237500,36.750000,0.055491
0.237500,37.250000,0.055443
0.237500,37.750000,0.055395
0.237500,38.250000,0.055380
0.237500,38.750000,0.055478
0.237500,39.250000,0.055519
0.237500,39.750000,0.055526
0.237500,40.250000,0.055576
0.237500,40.750000,0.055635
0.237500,41.250000,0.055694
0.237500,41.750000,0.055727
0.237500,42.250000,0.055727
0.237500,42.750000,0.055727
0.237500,43.250000,0.055727
0.237500,43.750000,0.055727
0.237500,44.250000,0.055727
0.237500,44.750000,0.055727
0.237500,45.250000,0.055727
0.237500,45.750000,0.055727
0.237500,46.250000,0.055727
0.237500,46.750000,0.055727
0.237500,47.250000,0.055727
0.237500,47.750000,0.055727
0.237500,48.250000,0.055727
0.237500,48.750000,0.055727
0.237500,49.250000,0.055727
0.237500,49.750000,0.055727
0.237500,50.250000,0.055727
0.237500,50.750000,0.055727
0.237500,51.250000,0.055727
0.237500,51.750000,0.055727
0.237500,52.250000,0.055727
0.237500,52.750000,0.055727
0.237500,53.250000,0.055727
0.237500,53.750000,0.055727
0.237500,54.250000,0.055727
0.237500,54.750000,0.055727
0.237500,55.250000,0.055727
0.237500,55.750000,0.055727
0.237500,56.250000,0.055727
0.237500,56.750000,0.055727
0.237500,57.250000,0.055727
0.237500,57.750000,0.055727
0.237500,58.250000,0.055727
0.237500,58.750000,0.055727
0.237500,59.250000,0.055727
0.237500,59.750000,0.055727
0.237500,60.250000,0.055727
0.237500,60.750000,0.055727
0.237500,61.250000,0.055727
0.237500,61.750000,0.055727
0.237500,62.250000,0.055727
0.237500,62.750000,0.055727
0.237500,63.250000,0.055727
0.237500,63.750000,0.055727
0.237500,64.250000,0.055727
0.237500,64.750000,0.055727
0.237500,65.250000,0.055727
0.237500,65.750000,0.055727
0.237500,66.250000,0.055727
0.237500,66.750000,0.055727
0.237500,67.250000,0.055727
0.237500,67.750000,0.055727
0.237500,68.250000,0.055727
0.237500,68.750000,0.055727
0.237500,69.250000,0.055727
0.237500,69.750000,0.055727
0.237500,70.250000,0.055727
0.237500,70.750000,0.055727
0.237500,71.250000,0.055727
0.237500,71.750000,0.055727
0.237500,72.250000,0.055727
0.237500,72.750000,0.055727
0.237500,73.250000,0.055727
0.237500,73.750000,0.055727
0.237500,74.250000,0.055727
0.237500,74.750000,0.055727
0.237500,75.250000,0.055727
0.237500,75.750000,0.055727
0.237500,76.250000,0.055727
0.237500,76.750000,0.055727
0.237500,77.250000,0.055727
0.237500,77.750000,0.055727
0.237500,78.250000,0.055727
0.237500,78.750000,0.055727
0.237500,79.250000,0.055727
0.237500,79.750000,0.055727
0.237500,80.250000,0.055727
0.237500,80.750000,0.055727
0.237500,81.250000,0.055727
0.237500,81.750000,0.055727
0.237500,82.250000,0.055727
0.237500,82.750000,0.055727
0.237500,83.250000,0.055727
0.237500,83.750000,0.055727
0.237500,84.250000,0.055727
0.237500,84.750000,0.055727
0.237500,85.250000,0.055727
0.237500,85.750000,0.055727
0.237500,86.250000,0.055727
0.237500,86.750000,0.055727
0.237500,87.250000,0.055727
0.237500,87.750000,0.055727
0.237500,88.250000,0.055727
0.237500,88.750000,0.055727
0.237500,89.250000,0.055727
0.237500,89.750000,0.055727
0.237500,90.250000,0.055727
0.237500,90.750000,0.055727
0.237500,91.250000,0.055727
0.237500,91.750000,0.055727
0.237500,92.250000,0.055727
0.237500,92.750000,0.055727
0.237500,93.250000,0.055727
0.237500,93.750000,0.055727
0.237500,94.250000,0.055727
0.237500,94.750000,0.055727
0.237500,95.250000,0.055727
0.237500,95.750000,0.055727
0.237500,96.250000,0.055727
0.237500,96.750000,0.055727
0.237500,97.250000,0.055727
0.237500,97.750000,0.055727
0.237500,98.250000,0.055727
0.237500,98.750000,0.055727
0.237500,99.250000,0.055727
0.237500,99.750000,0.055727
0.237500,100.250000,0.055727
0.237500,100.750000,0.055727
0.237500,101.250000,0.055727
0.237500,101.750000,0.055727
0.237500,102.250000,0.055727
0.237500,102.750000,0.055727
0.237500,103.250000,0.055727
0.237500,103.750000,0.055727
0.237500,104.250000,0.055727
0.237500,104.750000,0.055727
0.237500,105.250000,0.055727
0.237500,105.750000,0.055727
0.237500,106.250000,0.055727
0.237500,106.750000,0.055727
0.237500,107.250000,0.055727
0.237500,107.750000,0.055727
0.237500,108.250000,0.055727
0.237500,108.750000,0.055727
0.237500,109.250000,0.055727
0.237500,109.750000,0.055727
0.237500,110.250000,0.055727
0.237500,110.750000,0.055727
0.237500,111.250000,0.055727
0.237500,111.750000,0.055727
0.237500,112.250000,0.055727
0.237500,112.750000,0.055727
0.237500,113.250000,0.055727
0.237500,113.750000,0.055727
0.237500,114.250000,0.055727
0.237500,114.750000,0.055727
0.237500,115.250000,0.055727
0.237500,115.750000,0.055727
0.237500,116.250000,0.055727
0.237500,116.750000,0.055727
0.237500,117.250000,0.055727
0.237500,117.750000,0.055727
0.237500,118.250000,0.055727
0.237500,118.750000,0.055727
0.237500,119.250000,0.055727
0.237500,119.750000,0.055727
0.237500,120.250000,0.055727
0.237500,120.750000,0.055727
0.237500,121.250000,0.055727
0.237500,121.750000,0.055727
0.237500,122.250000,0.055727
0.237500,122.750000,0.055727
0.237500,123.250000,0.055727
0.237500,123.750000,0.055727
0.237500,124.250000,0.055727
0.237500,124.750000,0.055727
0.237500,125.250000,0.055727
0.237500,125.750000,0.055727
0.237500,126.250000,0.055727
0.237500,126.750000,0.055727
0.237500,127.250000,0.055727
0.237500,127.750000,0.055727
0.237500,128.250000,0.055727
0.237500,128.750000,0.055727
0.237500,129.250000,0.055727
0.237500,129.750000,0.055727
0.237500,130.250000,0.055727
0.237500,130.750000,0.055727
0.237500,131.250000,0.055727
0.237500,131.750000,0.055727
0.237500,132.250000,0.055727
0.237500,132.750000,0.055727
0.237500,133.250000,0.055727
0.237500,133.750000,0.055727
0.237500,134.250000,0.055727
0.237500,134.750000,0.055727
0.237500,135.250000,0.055727
0.237500,135.750000,0.055727
0.237500,136.250000,0.055727
0.237500,136.750000,0.055727
0.237500,137.250000,0.055727
0.237500,137.750000,0.055727
0.237500,138.250000,0.055727
0.237500,138.750000,0.055727
0.237500,139.250000,0.055727
0.237500,139.750000,0.055727
0.237500,140.250000,0.055727
0.237500,140.750000,0.055727
0.237500,141.250000,0.055727
0.237500,141.750000,0.055727
0.237500,142.250000,0.055727
0.237500,142.750000,0.055727
0.237500,143.250000,0.055727
0.237500,143.750000,0.055727
0.237500,144.250000,0.055727
0.237500,144.750000,0.055727
0.237500,145.250000,0.055727
0.237500,145.750000,0.055727
0.237500,146.250000,0.055727
0.237500,146.750000,0.055727
0.237500,147.250000,0.055727
0.237500,147.750000,0.055727
0.237500,148.250000,0.055727
0.237500,148.750000,0.055727
0.237500,149.250000,0.055727
0.237500,149.750000,0.055727
0.262500,0.250000,0.050595
0.262500,0.750000,0.050595
0.262500,1.250000,0.050595
0.262500,1.750000,0.050595
0.262500,2.250000,0.050595
0.262500,2.750000,0.050595
0.262500,3.250000,0.050595
0.262500,3.750000,0.050595
0.262500,4.250000,0.050595
0.262500,4.750000,0.050595
0.262500,5.250000,0.050796
0.262500,5.750000,0.051319
0.262500,6.250000,0.051843
0.262500,6.750000,0.052367
0.262500,7.250000,0.052891
0.262500,7.750000,0.053414
0.262500,8.250000,0.053938
0.262500,8.750000,0.054462
0.262500,9.250000,0.054985
0.262500,9.750000,0.055506
0.262500,10.250000,0.055538
0.262500,10.750000,0.055569
0.262500,11.250000,0.055600
0.262500,11.750000,0.055632
0.262500,12.250000,0.055663
0.262500,12.750000,0.055603
0.262500,13.250000,0.055539
0.262500,13.750000,0.055476
0.262500,14.250000,0.055412
0.262500,14.750000,0.055348
0.262500,15.250000,0.055355
0.262500,15.750000,0.055448
0.262500,16.250000,0.055542
0.262500,16.750000,0.055635
0.262500,17.250000,0.055729
0.262500,17.750000,0.055805
0.262500,18.250000,0.055867
0.262500,18.750000,0.055929
0.262500,19.250000,0.055991
0.262500,19.750000,0.056053
0.262500,20.250000,0.056081
0.262500,20.750000,0.056055
0.262500,21.250000,0.056030
0.262500,21.750000,0.056004
0.262500,22.250000,0.055978
0.262500,22.750000,0.055961
0.262500,23.250000,0.055962
0.262500,23.750000,0.055963
0.262500,24.250000,0.055963
0.262500,24.750000,0.055964
0.262500,25.250000,0.055971
0.262500,25.750000,0.056006
0.262500,26.250000,0.056041
0.262500,26.750000,0.056076
0.262500,27.250000,0.056111
0.262500,27.750000,0.056146
0.262500,28.250000,0.056214
0.262500,28.750000,0.056282
0.262500,29.250000,0.056351
0.262500,29.750000,0.056419
0.262500,30.250000,0.056488
0.262500,30.750000,0.056503
0.262500,31.250000,0.056505
0.262500,31.750000,0.056507
0.262500,32.250000,0.056509
0.262500,32.750000,0.056511
0.262500,33.250000,0.056535
0.262500,33.750000,0.056572
0.262500,34.250000,0.056609
0.262500,34.750000,0.056646
0.262500,35.250000,0.056683
0.262500,35.750000,0.056692
0.262500,36.250000,0.056673
0.262500,36.750000,0.056654
0.262500,37.250000,0.056635
0.262500,37.750000,0.056616
0.262500,38.250000,0.056593
0.262500,38.750000,0.056545
0.262500,39.250000,0.056529
0.262500,39.750000,0.056628
0.262500,40.250000,0.056727
0.262500,40.750000,0.056822
0.262500,41.250000,0.056822
0.262500,41.750000,0.056822
0.262500,42.250000,0.056822
0.262500,42.750000,0.056822
0.262500,43.250000,0.056822
0.262500,43.750000,0.056822
0.262500,44.250000,0.056822
0.262500,44.750000,0.056822
0.262500,45.250000,0.056822
0.262500,45.750000,0.056822
0.262500,46.250000,0.056822
0.262500,46.750000,0.056822
0.262500,47.250000,0.056822
0.262500,47.750000,0.056822
0.262500,48.250000,0.056822
0.262500,48.750000,0.056822
0.262500,49.250000,0.056822
0.262500,49.750000,0.056822
0.262500,50.250000,0.056822
0.262500,50.750000,0.056822
0.262500,51.250000,0.056822
0.262500,51.750000,0.056822
0.262500,52.250000,0.056822
0.262500,52.750000,0.056822
0.262500,53.250000,0.056822
0.262500,53.750000,0.056822
0.262500,54.250000,0.056822
0.262500,54.750000,0.056822
0.262500,55.250000,0.056822
0.262500,55.750000,0.056822
0.262500,56.250000,0.056822
0.262500,56.750000,0.056822
0.262500,57.250000,0.056822
0.262500,57.750000,0.056822
0.262500,58.250000,0.056822
0.262500,58.750000,0.056822
0.262500,59.250000,0.056822
0.262500,59.750000,0.056822
0.262500,60.250000,0.056822
0.262500,60.750000,0.056822
0.262500,61.250000,0.056822
0.262500,61.750000,0.056822
0.262500,62.250000,0.056822
0.262500,62.750000,0.056822
0.262500,63.250000,0.056822
0.262500,63.750000,0.056822
0.262500,64.250000,0.056822
0.262500,64.750000,0.056822
0.262500,65.250000,0.056822
0.262500,65.750000,0.056822
0.262500,66.250000,0.056822
0.262500,66.750000,0.056822
0.262500,67.250000,0.056822
0.262500,67.750000,0.056822
0.262500,68.250000,0.056822
0.262500,68.750000,0.056822
0.262500,69.250000,0.056822
0.262500,69.750000,0.056822
0.262500,70.250000,0.056822
0.262500,70.750000,0.056822
0.262500,71.250000,0.056822
0.262500,71.750000,0.056822
0.262500,72.250000,0.056822
0.262500,72.750000,0.056822
0.262500,73.250000,0.056822
0.262500,73.750000,0.056822
0.262500,74.250000,0.056822
0.262500,74.750000,0.056822
0.262500,75.250000,0.056822
0.262500,75.750000,0.056822
0.262500,76.250000,0.056822
0.262500,76.750000,0.056822
0.262500,77.250000,0.056822
0.262500,77.750000,0.056822
0.262500,78.250000,0.056822
0.262500,78.750000,0.056822
0.262500,79.250000,0.056822
0.262500,79.750000,0.056822
0.262500,80.250000,0.056822
0.262500,80.750000,0.056822
0.262500,81.250000,0.056822
0.262500,81.750000,0.056822
0.262500,82.250000,0.056822
0.262500,82.750000,0.056822
0.262500,83.250000,0.056822
0.262500,83.750000,0.056822
0.262500,84.250000,0.056822
0.262500,84.750000,0.056822
0.262500,85.250000,0.056822
0.262500,85.750000,0.056822
0.262500,86.250000,0.056822
0.262500,86.750000,0.056822
0.262500,87.250000,0.056822
0.262500,87.750000,0.056822
0.262500,88.250000,0.056822
0.262500,88.750000,0.056822
0.262500,89.250000,0.056822
0.262500,89.750000,0.056822
0.262500,90.250000,0.056822
0.262500,90.750000,0.056822
0.262500,91.250000,0.056822
0.262500,91.750000,0.056822
0.262500,92.250000,0.056822
0.262500,92.750000,0.056822
0.262500,93.250000,0.056822
0.262500,93.750000,0.056822
0.262500,94.250000,0.056822
0.262500,94.750000,0.056822
0.262500,95.250000,0.056822
0.262500,95.750000,0.056822
0.262500,96.250000,0.056822
0.262500,96.750000,0.056822
0.262500,97.250000,0.056822
0.262500,97.750000,0.056822
0.262500,98.250000,0.056822
0.262500,98.750000,0.056822
0.262500,99.250000,0.056822
0.262500,99.750000,0.056822
0.262500,100.250000,0.056822
0.262500,100.750000,0.056822
0.262500,101.250000,0.056822
0.262500,101.750000,0.056822
0.262500,102.250000,0.056822
0.262500,102.750000,0.056822
0.262500,103.250000,0.056822
0.262500,103.750000,0.056822
0.262500,104.250000,0.056822
0.262500,104.750000,0.056822
0.262500,105.250000,0.056822
0.262500,105.750000,0.056822
0.262500,106.250000,0.056822
0.262500,106.750000,0.056822
0.262500,107.250000,0.056822
0.262500,107.750000,0.056822
0.262500,108.250000,0.056822
0.262500,108.750000,0.056822
0.262500,109.250000,0.056822
0.262500,109.750000,0.056822
0.262500,110.250000,0.056822
0.262500,110.750000,0.056822
0.262500,111.250000,0.056822
0.262500,111.750000,0.056822
0.262500,112.250000,0.056822
0.262500,112.750000,0.056822
0.262500,113.250000,0.056822
0.262500,113.750000,0.056822
0.262500,114.250000,0.056822
0.262500,114.750000,0.056822
0.262500,115.250000,0.056822
0.262500,115.750000,0.056822
0.262500,116.250000,0.056822
0.262500,116.750000,0.056822
0.262500,117.250000,0.056822
0.262500,117.750000,0.056822
0.262500,118.250000,0.056822
0.262500,118.750000,0.056822
0.262500,119.250000,0.056822
0.262500,119.750000,0.056822
0.262500,120.250000,0.056822
0.262500,120.750000,0.056822
0.262500,121.250000,0.056822
0.262500,121.750000,0.056822
0.262500,122.250000,0.056822
0.262500,122.750000,0.056822
0.262500,123.250000,0.056822
0.262500,123.750000,0.056822
0.262500,124.250000,0.056822
0.262500,124.750000,0.056822
0.262500,125.250000,0.056822
0.262500,125.750000,0.056822
0.262500,126.250000,0.056822
0.262500,126.750000,0.056822
0.262500,127.250000,0.056822
0.262500,127.750000,0.056822
0.262500,128.250000,0.056822
0.262500,128.750000,0.056822
0.262500,129.250000,0.056822
0.262500,129.750000,0.056822
0.262500,130.250000,0.056822
0.262500,130.750000,0.056822
0.262500,131.250000,0.056822
0.262500,131.750000,0.056822
0.262500,132.250000,0.056822
0.262500,132.750000,0.056822
0.262500,133.250000,0.056822
0.262500,133.750000,0.056822
0.262500,134.250000,0.056822
0.262500,134.750000,0.056822
0.262500,135.250000,0.056822
0.262500,135.750000,0.056822
0.262500,136.250000,0.056822
0.262500,136.750000,0.056822
0.262500,137.250000,0.056822
0.262500,137.750000,0.056822
0.262500,138.250000,0.056822
0.262500,138.750000,0.056822
0.262500,139.250000,0.056822
0.262500,139.750000,0.056822
0.262500,140.250000,0.056822
0.262500,140.750000,0.056822
0.262500,141.250000,0.056822
0.262500,141.750000,0.056822
0.262500,142.250000,0.056822
0.262500,142.750000,0.056822
0.262500,143.250000,0.056822
0.262500,143.750000,0.056822
0.262500,144.250000,0.056822
0.262500,144.750000,0.056822
0.262500,145.250000,0.056822
0.262500,145.750000,0.056822
0.262500,146.250000,0.056822
0.262500,146.750000,0.056822
0.262500,147.250000,0.056822
0.262500,147.750000,0.056822
0.262500,148.250000,0.056822
0.262500,148.750000,0.056822
0.262500,149.250000,0.056822
0.262500,149.750000,0.056822
0.287490,0.250000,0.050205
0.287490,0.750000,0.050205
0.287490,1.250000,0.050205
0.287490,1.750000,0.050205
0.287490,2.250000,0.050205
0.287490,2.750000,0.050205
0.287490,3.250000,0.050205
0.287490,3.750000,0.050205
0.287490,4.250000,0.050205
0.287490,4.750000,0.050205
0.287490,5.250000,0.050407
0.287490,5.750000,0.051069
0.287490,6.250000,0.051731
0.287490,6.750000,0.052394
0.287490,7.250000,0.053056
0.287490,7.750000,0.053718
0.287490,8.250000,0.054380
0.287490,8.750000,0.055043
0.287490,9.250000,0.055705
0.287490,9.750000,0.056224
0.287490,10.250000,0.056310
0.287490,10.750000,0.056396
0.287490,11.250000,0.056481
0.287490,11.750000,0.056567
0.287490,12.250000,0.056653
0.287490,12.750000,0.056739
0.287490,13.250000,0.056824
0.287490,13.750000,0.056910
0.287490,14.250000,0.056996
0.287490,14.750000,0.057052
0.287490,15.250000,0.057055
0.287490,15.750000,0.057058
0.287490,16.250000,0.057062
0.287490,16.750000,0.057065
0.287490,17.250000,0.057098
0.287490,17.750000,0.057187
0.287490,18.250000,0.057275
0.287490,18.750000,0.057364
0.287490,19.250000,0.057453
0.287490,19.750000,0.057479
0.287490,20.250000,0.057399
0.287490,20.750000,0.057318
0.287490,21.250000,0.057238
0.287490,21.750000,0.057158
0.287490,22.250000,0.057093
0.287490,22.750000,0.057090
0.287490,23.250000,0.057086
0.287490,23.750000,0.057082
0.287490,24.250000,0.057079
0.287490,24.750000,0.057079
0.287490,25.250000,0.057101
0.287490,25.750000,0.057122
0.287490,26.250000,0.057144
0.287490,26.750000,0.057166
0.287490,27.250000,0.057188
0.287490,27.750000,0.057246
0.287490,28.250000,0.057305
0.287490,28.750000,0.057364
0.287490,29.250000,0.057423
0.287490,29.750000,0.057482
0.287490,30.250000,0.057498
0.287490,30.750000,0.057507
0.287490,31.250000,0.057515
0.287490,31.750000,0.057524
0.287490,32.250000,0.057533
0.287490,32.750000,0.057555
0.287490,33.250000,0.057582
0.287490,33.750000,0.057608
0.287490,34.250000,0.057634
0.287490,34.750000,0.057660
0.287490,35.250000,0.057656
0.287490,35.750000,0.057637
0.287490,36.250000,0.057618
0.287490,36.750000,0.057599
0.287490,37.250000,0.057581
0.287490,37.750000,0.057576
0.287490,38.250000,0.057593
0.287490,38.750000,0.057610
0.287490,39.250000,0.057627
0.287490,39.750000,0.057644
0.287490,40.250000,0.057658
0.287490,40.750000,0.057658
0.287490,41.250000,0.057658
0.287490,41.750000,0.057658
0.287490,42.250000,0.057658
0.287490,42.750000,0.057658
0.287490,43.250000,0.057658
0.287490,43.750000,0.057658
0.287490,44.250000,0.057658
0.287490,44.750000,0.057658
0.287490,45.250000,0.057658
0.287490,45.750000,0.057658
0.287490,46.250000,0.057658
0.287490,46.750000,0.057658
0.287490,47.250000,0.057658
0.287490,47.750000,0.057658
0.287490,48.250000,0.057658
0.287490,48.750000,0.057658
0.287490,49.250000,0.057658
0.287490,49.750000,0.057658
0.287490,50.250000,0.057658
0.287490,50.750000,0.057658
0.287490,51.250000,0.057658
0.287490,51.750000,0.057658
0.287490,52.250000,0.057658
0.287490,52.750000,0.057658
0.287490,53.250000,0.057658
0.287490,53.750000,0.057658
0.287490,54.250000,0.057658
0.287490,54.750000,0.057658
0.287490,55.250000,0.057658
0.287490,55.750000,0.057658
0.287490,56.250000,0.057658
0.287490,56.750000,0.057658
0.287490,57.250000,0.057658
0.287490,57.750000,0.057658
0.287490,58.250000,0.057658
0.287490,58.750000,0.057658
0.287490,59.250000,0.057658
0.287490,59.750000,0.057658
0.287490,60.250000,0.057658
0.287490,60.750000,0.057658
0.287490,61.250000,0.057658
0.287490,61.750000,0.057658
0.287490,62.250000,0.057658
0.287490,62.750000,0.057658
0.287490,63.250000,0.057658
0.287490,63.750000,0.057658
0.287490,64.250000,0.057658
0.287490,64.750000,0.057658
0.287490,65.250000,0.057658
0.287490,65.750000,0.057658
0.287490,66.250000,0.057658
0.287490,66.750000,0.057658
0.287490,67.250000,0.057658
0.287490,67.750000,0.057658
0.287490,68.250000,0.057658
0.287490,68.750000,0.057658
0.287490,69.250000,0.057658
0.287490,69.750000,0.057658
0.287490,70.250000,0.057658
0.287490,70.750000,0.057658
0.287490,71.250000,0.057658
0.287490,71.750000,0.057658
0.287490,72.250000,0.057658
0.287490,72.750000,0.057658
0.287490,73.250000,0.057658
0.287490,73.750000,0.057658
0.287490,74.250000,0.057658
0.287490,74.750000,0.057658
0.287490,75.250000,0.057658
0.287490,75.750000,0.057658
0.287490,76.250000,0.057658
0.287490,76.750000,0.057658
0.287490,77.250000,0.057658
0.287490,77.750000,0.057658
0.287490,78.250000,0.057658
0.287490,78.750000,0.057658
0.287490,79.250000,0.057658
0.287490,79.750000,0.057658
0.287490,80.250000,0.057658
0.287490,80.750000,0.057658
0.287490,81.250000,0.057658
0.287490,81.750000,0.057658
0.287490,82.250000,0.057658
0.287490,82.750000,0.057658
0.287490,83.250000,0.057658
0.287490,83.750000,0.057658
0.287490,84.250000,0.057658
0.287490,84.750000,0.057658
0.287490,85.250000,0.057658
0.287490,85.750000,0.057658
0.287490,86.250000,0.057658
0.287490,86.750000,0.057658
0.287490,87.250000,0.057658
0.287490,87.750000,0.057658
0.287490,88.250000,0.057658
0.287490,88.750000,0.057658
0.287490,89.250000,0.057658
0.287490,89.750000,0.057658
0.287490,90.250000,0.057658
0.287490,90.750000,0.057658
0.287490,91.250000,0.057658
0.287490,91.750000,0.057658
0.287490,92.250000,0.057658
0.287490,92.750000,0.057658
0.287490,93.250000,0.057658
0.287490,93.750000,0.057658
0.287490,94.250000,0.057658
0.287490,94.750000,0.057658
0.287490,95.250000,0.057658
0.287490,95.750000,0.057658
0.287490,96.250000,0.057658
0.287490,96.750000,0.057658
0.287490,97.250000,0.057658
0.287490,97.750000,0.057658
0.287490,98.250000,0.057658
0.287490,98.750000,0.057658
0.287490,99.250000,0.057658
0.287490,99.750000,0.057658
0.287490,100.250000,0.057658
0.287490,100.750000,0.057658
0.287490,101.250000,0.057658
0.287490,101.750000,0.057658
0.287490,102.250000,0.057658
0.287490,102.750000,0.057658
0.287490,103.250000,0.057658
0.287490,103.750000,0.057658
0.287490,104.250000,0.057658
0.287490,104.750000,0.057658
0.287490,105.250000,0.057658
0.287490,105.750000,0.057658
0.287490,106.250000,0.057658
0.287490,106.750000,0.057658
0.287490,107.250000,0.057658
0.287490,107.750000,0.057658
0.287490,108.250000,0.057658
0.287490,108.750000,0.057658
0.287490,109.250000,0.057658
0.287490,109.750000,0.057658
0.287490,110.250000,0.057658
0.287490,110.750000,0.057658
0.287490,111.250000,0.057658
0.287490,111.750000,0.057658
0.287490,112.250000,0.057658
0.287490,112.750000,0.057658
0.287490,113.250000,0.057658
0.287490,113.750000,0.057658
0.287490,114.250000,0.057658
0.287490,114.750000,0.057658
0.287490,115.250000,0.057658
0.287490,115.750000,0.057658
0.287490,116.250000,0.057658
0.287490,116.750000,0.057658
0.287490,117.250000,0.057658
0.287490,117.750000,0.057658
0.287490,118.250000,0.057658
0.287490,118.750000,0.057658
0.287490,119.250000,0.057658
0.287490,119.750000,0.057658
0.287490,120.250000,0.057658
0.287490,120.750000,0.057658
